#{"t_start": 1525271944.5967844, "env_id": "RockSample"}
r,l,t
290.474186,1026,703.004502
295.667588,995,703.61209
292.616674,1055,704.567155
296.370913,978,705.164346
170.708764,1099,706.148427
296.902232,941,706.717544
118.944643,782,707.507005
296.222676,973,708.107257
12.42428,439,708.382233
-40.299081,281,708.867964
292.713945,990,709.469809
290.969687,1018,710.401911
292.79646,1011,711.017946
296.03369,990,711.622386
293.215974,1009,712.555269
-27.606762,309,712.745202
298.267494,910,713.609154
298.55603,942,714.17965
98.480485,699,714.603454
297.096287,938,715.49506
293.437266,996,716.106767
295.11709,992,717.048828
106.559621,670,717.464915
295.672132,976,718.375957
288.754557,1070,719.034452
294.092674,954,719.937504
40.741159,521,720.262745
-40.286383,306,720.457032
294.779564,1006,721.066654
295.522218,989,722.022074
295.697045,975,722.630862
126.165348,911,723.549587
297.622136,985,724.152337
73.034654,670,724.882202
298.09842,961,725.487227
289.611729,1082,726.514112
296.552543,948,727.113637
296.979863,963,728.034108
-78.530788,159,728.135866
294.465726,963,728.719623
297.874767,929,729.59899
-8.19516,429,729.868894
297.093694,940,730.444656
-14.803988,359,730.670872
292.445132,987,731.584775
295.119841,955,732.173803
295.879602,955,733.074587
295.64399,971,733.668449
295.282179,964,734.579246
-0.609293,386,734.816058
135.415332,790,735.298838
-68.141755,233,735.759014
27.240756,469,736.054144
299.105239,956,736.637836
298.652639,931,737.518258
297.015248,976,738.113622
30.251252,504,738.427999
297.029745,945,739.318369
-118.854963,64,739.361902
-7.312865,378,739.596712
-54.495321,238,739.750065
152.790398,888,740.607319
297.779018,966,741.197077
299.607443,958,742.099261
-74.028521,387,742.338789
288.652887,1017,742.957391
297.808756,960,743.859012
102.486552,702,744.289885
296.413947,965,745.197934
297.511092,976,745.794503
299.872638,953,746.376288
295.564279,961,747.271765
-12.645499,348,747.48727
294.787219,997,748.427154
297.197411,984,749.034778
18.521303,434,749.303884
290.416695,1091,750.283568
294.179768,1013,750.89251
297.60793,972,751.808292
295.716249,949,752.394545
296.19464,986,753.313797
297.48235,981,753.914258
-30.313261,299,754.101528
105.851943,663,754.831354
-38.00796,276,755.006908
28.678012,460,755.294243
301.20096,915,755.865164
126.122341,785,756.661235
296.09977,988,757.262176
127.077243,776,758.057497
300.427145,907,758.613035
-57.276652,236,758.75943
294.583593,972,759.662469
297.807721,976,760.256302
-80.165936,144,760.349466
-118.348373,48,760.384083
115.669557,758,761.161499
297.574253,936,761.731234
64.150159,605,762.104973
297.787763,929,762.989729
298.498893,937,763.557319
296.620042,949,796.135939
292.732957,1015,813.993607
294.948026,968,814.597435
295.719355,932,815.51124
288.286973,963,816.112812
173.023025,930,817.020892
81.031616,608,817.407749
15.685331,420,817.671046
295.952821,978,818.612819
-14.182072,352,818.831542
1.768472,391,819.076822
296.591763,961,820.013196
300.026703,915,820.60929
297.331427,926,821.513722
295.955028,977,822.110579
138.528028,777,822.580554
97.597789,693,823.329175
80.11552,623,823.71582
299.120518,933,824.604434
300.160222,930,825.168516
297.003578,970,825.758821
297.182403,940,826.650034
294.667047,979,827.251535
293.764586,1012,828.202646
298.589458,913,828.76162
293.485429,1012,829.693526
296.411991,953,830.27306
295.163361,1004,831.208161
137.814426,838,831.720539
292.977368,1028,832.684357
299.040343,945,833.263235
298.872238,941,834.159046
10.594419,406,834.413498
299.089371,929,834.980365
301.110337,906,835.863229
296.450221,978,836.457777
296.52472,950,837.386684
-25.429659,328,837.595182
297.369294,981,838.208249
-20.746636,312,838.408002
75.469862,666,839.165294
297.735296,955,839.763235
294.608645,993,840.725503
57.930939,549,841.069831
299.72981,947,841.667568
292.51047,1005,842.625961
298.01697,940,843.213492
46.840835,633,843.928242
296.414069,957,844.520949
296.720054,979,845.443622
295.954116,955,846.01837
299.192017,926,846.905669
299.431701,971,847.496583
-21.91272,303,847.689655
297.071712,966,848.596656
299.969236,926,849.162005
299.601284,927,850.042757
298.525563,952,850.629108
295.784184,963,851.214373
85.011606,669,851.932551
299.177724,927,852.504678
299.388327,916,853.376624
296.4185,996,853.97741
176.839581,913,854.849321
-20.489712,357,855.066237
-79.380351,146,855.161461
299.488204,956,855.741142
-35.041481,277,855.913052
-19.269649,329,856.42846
297.579068,943,856.997476
294.208816,995,857.931766
-35.002513,270,858.101912
297.224683,941,858.676685
295.958405,984,859.589842
71.898474,576,859.940994
52.258957,533,860.266396
-8.549855,361,860.487977
297.035493,972,861.407316
-73.57668,158,861.51085
78.923875,618,861.885987
-72.780833,167,861.992448
-47.334301,307,862.183761
-49.640964,227,862.643817
120.944402,749,863.098802
299.400054,941,863.676775
296.878519,939,864.567707
299.415114,953,865.160906
298.90321,963,866.060725
297.689378,958,866.646499
-47.294025,230,866.79277
-4.43899,350,867.325105
293.489346,1014,867.944953
152.36485,819,868.457487
296.72983,957,869.371893
299.652969,921,869.939678
299.355237,914,870.806679
-5.197242,389,871.046065
297.883139,961,871.660203
137.629273,800,872.471001
297.263869,943,873.045505
45.397778,535,873.686586
49.831168,517,874.006778
127.963834,831,874.511345
298.751873,957,875.408635
299.812436,924,875.976375
296.197914,965,876.881909
297.994783,950,877.456359
-18.460216,330,877.658586
298.044248,913,878.529592
-22.274519,319,878.725097
120.109231,783,879.204375
297.232516,930,880.09252
297.361975,977,880.686851
299.218163,921,881.558657
297.673039,942,882.135319
299.656428,940,883.032784
301.111057,912,883.606155
299.251803,939,884.1816
300.613278,917,885.06686
300.260215,946,885.647585
299.103324,920,886.526823
114.930645,756,886.987278
297.253923,970,887.893744
43.04698,541,888.229513
295.299048,1003,888.849381
302.349556,886,889.711631
155.22846,791,890.206496
298.878148,958,891.109141
3.502414,378,891.34157
294.92388,966,891.949213
293.895837,1022,892.909008
296.454127,1002,893.527793
296.283065,1004,894.480438
-10.581491,363,894.710115
301.718427,914,895.277611
148.961548,849,896.116852
169.855872,968,896.712862
-82.536716,249,896.871808
298.679697,982,897.796815
-18.015448,380,898.031456
-20.471064,307,898.22389
167.631075,940,899.139323
301.136826,911,899.701937
298.842548,956,900.61109
297.166408,983,901.222201
300.572784,941,902.133415
292.42224,1053,902.789771
300.998594,918,903.659901
50.523337,604,904.025973
302.261579,927,904.589053
89.322919,629,905.290738
300.359641,942,905.871381
60.398434,578,906.224524
-85.447459,123,906.303561
-14.601157,366,906.841402
-16.801898,338,907.047956
300.802747,961,907.644459
298.888963,963,908.550134
300.213465,974,909.152072
-26.946673,279,909.327958
65.460384,601,910.007591
303.391076,937,910.579515
-74.113182,158,910.679986
295.342895,1042,911.630152
-27.953784,277,911.804033
302.27391,928,912.371611
303.554299,932,913.25122
